Date,Close/Last,Volume,Open,High,Low,Daily Return,Cumulative Return,SMA_20,SMA_50,EMA_20,EMA_50,Volatility_20,Up_Streak,Down_Streak,Position,Strategy Return,Cumulative Strategy Return
2016-02-23,192.32,111231000,194.0,194.32,192.18,-0.0126296334325906,-0.049520608876148,189.76404,194.864524,190.68268369497787,193.9823156080795,0.0132423917614488,0,1,1,-0.0126296334325906,0.01442702123198858
2016-02-24,193.2,150565000,190.63,193.53,189.32,0.004575707154742,-0.0451714935257477,189.91404,194.611124,190.92242810498,193.95163656462535,0.0129501225296531,1,0,1,0.004575707154742,0.01906874221100341
2016-02-25,195.54,110203000,193.73,195.55,192.83,0.012111801242236,-0.0336068004349104,190.28454,194.484324,191.36219685688667,194.0139253267969,0.0128729879682003,2,0,1,0.012111801242236,0.031411500268838655
2016-02-26,195.0892,129366900,196.57,196.68,194.9,-0.0023054106576658,-0.0358347336166836,190.5835,194.328092,191.7171495371832,194.0560929610402,0.0128844211070389,0,1,1,-0.0023054106576658,0.029033673203679777
2016-02-29,193.56,125170000,195.11,196.23,193.33,-0.0078384656864655,-0.0433923099733111,190.57546,194.098676,191.8926591050705,194.03663833511703,0.0118647538496295,0,2,1,-0.0078384656864655,0.020967628066055122
2016-03-01,198.11,141407600,195.01,198.21,194.4542,0.0235069229179583,-0.0209054067411276,190.79846,193.900276,192.48478680934957,194.19637800824972,0.0129724696475496,1,0,1,0.0235069229179583,0.04496743540073456
2016-03-02,199.0,102132500,197.74,199.06,197.25,0.0044924536873454,-0.0165068696253818,191.24046,193.783076,193.1052833036972,194.3847553412596,0.0121667446526767,2,0,1,0.0044924536873454,0.04966190320905639
2016-03-03,199.775,94976900,198.79,199.795,198.11,0.003894472361809,-0.0126766828111087,191.66421,193.77816,193.7404944176308,194.5961374847396,0.0121426185337187,3,0,1,0.003894472361809,0.053749782480347896
2016-03-04,200.43,128969300,200.01,201.35,199.03,0.0032786885245901,-0.0094395571809813,192.10571,193.75336,194.37759018738024,194.8249164069067,0.0121436642826178,4,0,1,0.0032786885245901,0.05720469979995557
2016-03-07,200.59,99829000,199.34,201.07,199.25,0.0007982836900664,-0.0086488089354539,192.73771,193.69516,194.9692482647726,195.05099811643976,0.0110682920060938,5,0,1,0.0007982836900664,0.05804864906886742
2016-03-08,198.4,123663900,199.32,199.92,198.21,-0.0109177925120893,-0.0194721755461093,193.38671,193.54276,195.29598652527045,195.18233152363825,0.0108783596575519,0,1,1,-0.0109177925120893,0.04649709345063702
2016-03-09,199.38,94522340,199.36,199.79,198.43,0.0049395161290322,-0.0146288425422544,194.08421,193.41676000000004,195.6849401895304,195.3469459736916,0.0108530345296445,1,0,1,0.0049395161290322,0.05166628272272167
2016-03-10,199.54,156599200,199.96,201.07,197.38,0.0008024877119068,-0.0138380942967272,194.79771,193.30336,196.05208874290844,195.5113794649194,0.0108226191355121,2,0,1,0.0008024877119068,0.052510231991633294
2016-03-11,202.76,137871100,201.26,202.81,199.5179,0.0161371153653402,0.0020757141445102,195.79271,193.21056,196.69093743406,195.79563909374608,0.0103981026945382,3,0,1,0.0161371153653402,0.06949471102848337
2016-03-14,202.5,73478740,202.16,203.04,201.77,-0.0012823042020121,0.0007907482455284,196.58621,193.14196,197.24418148795905,196.0585552077168,0.0098299917751119,0,1,1,-0.0012823042020121,0.0681232934665017
2016-03-15,202.17,92992420,201.36,202.5307,201.05,-0.0016296296296296,-0.0008401700108716,197.20571,193.10796,197.7133070605344,196.298219709375,0.0094301931312615,0,2,1,-0.0016296296296296,0.066382648099371
2016-03-16,203.34,128519100,201.6,203.82,201.55,0.0057872087846861,0.0049421765345469,197.72871,193.154376,198.24918257857877,196.57436795606617,0.0089397010544432,1,0,1,0.0057872087846861,0.07255402712828851
2016-03-17,204.63,133787600,203.24,205.23,202.77,0.0063440542933017,0.0113175842641108,198.35571,193.219776,198.8568794758569,196.890275095044,0.0088272101583081,2,0,1,0.0063440542933017,0.07935836810888985
2016-03-18,204.38,135476400,204.17,204.78,203.8,-0.0012217172457605,0.0100820401304744,198.97471,193.330976,199.38289095434675,197.18398979719916,0.0088452900961447,0,1,1,-0.0012217172457605,0.07803969737621541
2016-03-21,204.67,72727510,204.07,204.94,203.8,0.0014189255308738,0.0115152713254926,199.46921,193.543376,199.8864251491709,197.47755882476,0.0084388944006304,1,0,1,0.0014189255308738,0.0795693554261181
2016-03-22,204.56,96745330,203.76,205.23,203.57,-0.0005374505301215,0.0109716319066928,200.08121,193.796116,200.3315275159165,197.75530161594585,0.0076974891552719,0,1,1,-0.0005374505301215,0.07898914030374127
2016-03-23,203.2092,80899020,204.11,204.33,203.01,-0.0066034415330464,0.0042957398438283,200.58167,194.0181,200.60559156201967,197.969179983948,0.0079865101901901,0,2,1,-0.0066034415330464,0.07186409860095355
2016-03-24,203.12,84028660,202.0,203.16,201.74,-0.0004389565039378,0.0038548976969468,200.96067,194.207284,200.8450590323035,198.17117292575395,0.0076837245527139,0,3,0,-0.0004389565039378,0.0713935968835353
2016-03-28,203.24,61741680,203.61,203.86,202.705,0.0005907837731391,0.0044479588810923,201.36821,194.495484,201.0731486482746,198.3699504580773,0.0076267569418351,1,0,0,0.0,0.0713935968835353
2016-03-29,205.1208,92553650,202.76,205.25,202.4,0.0092540838417634,0.013743204507266,201.94625,194.7593,201.4586392532009,198.63468965579983,0.0074119374866162,2,0,0,0.0,0.0713935968835353
2016-03-30,206.02,85684320,206.3,206.87,205.59,0.0043837582536729,0.0181872096471296,202.34175,195.12350000000004,201.89305456241985,198.92430966929788,0.0056393570975947,3,0,1,0.0,0.0713935968835353
2016-03-31,205.52,94146900,205.91,206.41,205.33,-0.0024269488399184,0.0157161213798566,202.66775,195.4727,202.23847793742743,199.18296419207053,0.0056887874439426,0,1,1,-0.0024269488399184,0.06879337943648278
2016-04-01,206.92,113272000,204.35,207.14,203.98,0.0068119891008173,0.0226351685282206,203.025,195.8981,202.684337181482,199.48637736100892,0.0057865167714716,1,0,1,0.0068119891008173,0.07607398828822998
2016-04-04,206.25,62656120,206.83,207.07,205.89,-0.003237966363812,0.019323910250075,203.316,196.2893,203.0239241165789,199.7516174644988,0.0058800723672061,0,1,1,-0.003237966363812,0.07258969690917971
2016-04-05,204.1892,98648990,204.67,206.2642,203.89,-0.0099917575757575,0.009139072847683,203.49596,196.562684,203.1349027721428,199.92564030902824,0.0064136671073109,0,2,1,-0.0099917575757575,0.0618726406794079
2016-04-06,206.42,91660050,204.29,206.49,203.98,0.0109251615658418,0.0201640802609477,203.89696,196.938284,203.4477691747959,200.1803210812232,0.0061479900533759,1,0,1,0.0109251615658418,0.07347377084117768
2016-04-07,203.95,112324600,205.14,205.56,203.09,-0.0119658947776378,0.0079569042206195,204.12546,197.213284,203.4956006819582,200.3281516270576,0.006845343337812,0,1,1,-0.0119658947776378,0.06062869665273807
2016-04-08,204.4992,94933720,205.34,205.85,203.87,0.0026928168668791,0.010671147573392,204.37342,197.540668,203.5911815693908,200.49172215148675,0.0068532514184701,1,0,1,0.0026928168668791,0.0634847754965806
2016-04-11,204.0201,82561530,205.25,206.07,203.91,-0.0023427964510374,0.0083033507956911,204.436425,197.83887,203.6320309437345,200.630089910252,0.0059231874268008,0,1,1,-0.0023427964510374,0.06099324713881482
2016-04-12,205.92,114890500,204.22,206.25,203.7,0.0093123177569267,0.0176929919936745,204.607425,198.082854,203.8499327586169,200.83753736475188,0.0062371691121649,1,0,1,0.0093123177569267,0.07087355339412493
2016-04-13,208.0008,95684760,207.0,208.1,206.84,0.0101048951048952,0.0279766729267576,204.898965,198.36987,204.24525344827245,201.1184496249577,0.0065357990562224,2,0,1,0.0101048951048952,0.08169461832177904
2016-04-14,208.01,65046200,208.07,208.6,207.6,4.423059911307092e-05,0.0280221409508754,205.132465,198.72687,204.60380073891315,201.38870650241037,0.0064606154822254,3,0,1,4.423059911307092e-05,0.08174246232280491
2016-04-15,207.78,75684740,208.01,208.1721,207.4,-0.0011057160713426,0.0268854403479299,205.289965,199.05647,204.9062959066357,201.6393454631001,0.0063597131633937,0,1,1,-0.0011057160713426,0.08054636229716094
2016-04-18,209.2392,82211220,207.14,209.28,207.0,0.0070228125902396,0.0340970643471392,205.53292500000003,199.409254,205.31895343933704,201.93737897435116,0.0064887985569819,1,0,1,0.0070228125902396,0.08813483689463908
2016-04-19,209.9,87275610,209.74,210.2,208.94,0.0031581080409406,0.037362854601167,205.794425,199.848254,205.7552435879716,202.2496386224158,0.0065035866781319,2,0,1,0.0031581080409406,0.0915712842726637
2016-04-20,210.1,81035560,209.95,210.92,209.39,0.0009528346831824,0.0383512899080762,206.071425,200.341854,206.1690299129267,202.5574959313407,0.0064901608179271,3,0,1,0.0009528346831824,0.09261137125148466
2016-04-21,208.97,85132680,210.12,210.25,208.65,-0.0053783912422655,0.0327666304240394,206.359465,200.812654,206.43578896883844,202.8089666791313,0.0064164400332645,0,1,1,-0.0053783912422655,0.08673487982114603
2016-04-22,208.97,99214080,208.55,209.29,207.91,0.0,0.0327666304240394,206.651965,201.28665400000003,206.67714240037765,203.05057582896924,0.0064105009174474,0,0,1,0.0,0.08673487982114603
2016-04-25,208.61,65967270,208.26,208.66,207.54,-0.0017227353208594,0.0309874468716029,206.920465,201.801654,206.86122407653215,203.26859246312733,0.0064474026833227,0,1,1,-0.0017227353208594,0.08486272325926825
2016-04-26,208.9192,75483500,209.04,209.52,208.36,0.0014821916494893,0.0325155678560844,207.110385,202.247438,207.05722178352912,203.49018491555373,0.0061726821787541,1,0,1,0.0014821916494893,0.08647069772852545
2016-04-27,209.35,77218000,208.47,209.81,208.05,0.0020620412101903,0.0346446575071668,207.276885,202.638838,207.2755816136692,203.71998158553205,0.0061260842669982,2,0,1,0.0020620412101903,0.08871104508090588
2016-04-28,207.4475,96764540,208.46,209.76,206.96,-0.0090876522569859,0.0252421666501934,207.37326,202.930188,207.29195479331972,203.86615877825625,0.0064825597546578,0,1,1,-0.0090876522569859,0.07881721769487093
2016-04-29,206.3308,142309300,206.72,207.13,205.03,-0.0053830487231708,0.0197232381140661,207.3438,203.215004,207.200416241575,203.96281137518736,0.006429618120963,0,2,1,-0.0053830487231708,0.07300989204862396
2016-05-02,207.97,61966240,206.92,208.18,206.41,0.0079445240361593,0.0278244538894936,207.4298,203.534404,207.2737099328536,204.11995602714083,0.0066276442413103,1,0,1,0.0079445240361593,0.08153444492704098
2016-05-03,206.1592,106174100,206.52,206.8,205.28,-0.0087070250516901,0.018875160620738,207.5283,203.761988,207.16756612972463,204.19992637901768,0.0065267120817016,0,1,1,-0.0087070250516901,0.07211749742079543
2016-05-04,205.01,92014370,204.99,205.85,204.42,-0.0055743328456843,0.013195611347238,207.4578,204.015788,206.96208364117945,204.23169397199737,0.0061728506313052,0,2,1,-0.0055743328456843,0.06614115764048978
2016-05-05,204.97,67381980,205.56,205.98,204.47,-0.0001951124335397,0.0129979242858562,207.5088,204.251188,206.77236138963852,204.2606471495661,0.0055324196751527,0,3,0,-0.0001951124335397,0.06593314024472585
2016-05-06,205.72,88045660,204.06,205.77,203.88,0.0036590720593256,0.0167045566867656,207.56984000000003,204.454788,206.6721364953873,204.3178766731125,0.0055589016611896,1,0,0,0.0,0.06593314024472585
2016-05-09,205.8892,73526600,205.57,206.4,205.36,0.0008224771534124,0.0175407729564107,207.663295,204.670788,206.59757111487417,204.37949719573555,0.0055242817719336,2,0,0,0.0,0.06593314024472585
2016-05-10,208.45,77228060,206.72,208.5,206.64,0.012437757784284,0.0301966986260757,207.789795,204.968588,206.7739929134576,204.53912475668716,0.005823657404322,3,0,1,0.0,0.06593314024472585
2016-05-11,206.5,81565790,207.91,208.54,206.5,-0.009354761333653,0.0205594543837115,207.71475500000005,205.136388,206.74789835027116,204.61602182505237,0.0057822318843676,0,1,1,-0.009354761333653,0.055961590120105154
2016-05-12,206.56,89316340,207.29,207.4899,205.37,0.0002905569007263,0.0208559849757841,207.642255,205.287588,206.73000326929292,204.6922562632856,0.0057833693685017,1,0,1,0.0002905569007263,0.05626840704701652
2016-05-13,204.76,96387930,206.21,206.86,204.38,-0.0087141750580945,0.0119600672136015,207.491255,205.387288,206.54238391031268,204.69491288041164,0.0060794734855804,0,1,1,-0.0087141750580945,0.047063899239674134
2016-05-16,206.78,77216300,204.96,207.34,204.89,0.0098652080484469,0.021943263813384,207.368295,205.514288,206.5650140140924,204.77668100274843,0.0062991175385924,1,0,1,0.0098652080484469,0.05739340244569169
2016-05-17,204.8508,114246600,206.46,206.8,204.23,-0.0093297224102911,0.0124088168429381,207.115835,205.599504,206.40175553655985,204.77958763009164,0.0065247802080627,0,1,1,-0.0093297224102911,0.04752821552240016
2016-05-18,204.91,122696600,204.44,206.3,203.63,0.0002889908167309,0.0127013936937832,206.856335,205.72970400000003,206.259683580697,204.7847018406763,0.0065149519043289,1,0,1,0.0002889908167309,0.047830941556952666
2016-05-19,204.2,115151900,204.06,204.54,202.78,-0.0034649358254843,0.0091924483542555,206.617835,205.826104,206.06352323967823,204.7617723567282,0.0064646771759943,0,1,1,-0.0034649358254843,0.044200274588501065
2016-05-20,205.49,104892400,204.92,206.1,204.86,0.0063173359451518,0.0155678560838197,206.443835,205.945104,206.0089019787565,204.7903303035232,0.0066739494110821,1,0,1,0.0063173359451518,0.05079683851709649
2016-05-23,205.21,58582750,205.51,205.84,204.985,-0.001362596720035,0.0141840466541469,206.273835,205.994104,205.93281607601784,204.80678793867912,0.0066718658685007,0,1,1,-0.001362596720035,0.04936502619150995
2016-05-24,207.87,93092790,206.17,208.24,206.14,0.0129623312704059,0.0273302362360388,206.221375,206.101504,206.11730978306372,204.92691390186815,0.0073390428671349,1,0,1,0.0129623312704059,0.06296724328458247
2016-05-25,209.28,78870820,208.67,209.77,207.8691,0.0067830855823352,0.0342987051497485,206.217875,206.243704,206.4185183751529,205.09762316061847,0.0074908668501931,2,0,1,0.0067830855823352,0.07017744106700063
2016-05-26,209.34,55114340,209.44,209.71,208.97,0.0002866972477064,0.0345952357418213,206.3125,206.363704,206.6967547203764,205.2639908798099,0.0071784249005865,3,0,1,0.0002866972477064,0.070484257993912
2016-05-27,210.24,62797750,209.53,210.25,209.47,0.0042992261392948,0.0390431946229126,206.50796,206.475904,207.03420665176915,205.4591284923664,0.0070882278869134,4,0,1,0.0042992261392948,0.0750865118975832
2016-05-31,209.84,109644300,210.56,210.69,209.18,-0.0019025875190259,0.0370663240090942,206.60146,206.585104,207.30142506588635,205.6309273750187,0.0069176845626855,0,1,1,-0.0019025875190259,0.0730410657181737
2016-06-01,210.27,69743400,209.12,210.48,208.89,0.0020491803278688,0.0391914599189489,206.807,206.697104,207.58414648818288,205.81285179168464,0.0065763371757684,1,0,1,0.0020491803278688,0.07523992036103877
2016-06-02,210.91,62885190,209.8,210.93,209.2399,0.0030437057117038,0.0423544529010579,207.102,206.824104,207.90089444168927,206.01273995671664,0.0064023691358654,2,0,1,0.0030437057117038,0.07851263424809374
2016-06-03,210.28,101655600,210.25,210.69,208.86,-0.0029870560902754,0.0392408816842941,207.3675,206.96552,208.1274759234332,206.18008348782575,0.0064699575615674,0,1,1,-0.0029870560902754,0.07529105651552404
2016-06-06,211.35,64648460,210.7,211.77,210.51,0.0050884534905839,0.0445290105762581,207.64900000000003,207.13012,208.4343829783443,206.38282531183265,0.0065051927752522,1,0,1,0.0050884534905839,0.08076262504544407
2016-06-07,211.68,60838610,211.525,212.34,211.5,0.0015613910574876,0.0461599288326584,207.93854,207.29892,208.74348936135917,206.59055765254507,0.0065040119634616,2,0,1,0.0015613910574876,0.08245011814345693
2016-06-08,212.37,66060100,211.84,212.52,211.6899,0.0032596371882085,0.049570030641495,208.13454,207.443904,209.088871326944,206.8172024504845,0.0059881488754428,3,0,1,0.0032596371882085,0.085978512802938
2016-06-09,212.08,73672890,211.51,212.22,211.19,-0.0013655412723077,0.0481367994464767,208.41354,207.565104,209.37374072437788,207.02358666811256,0.0055121820213909,0,1,1,-0.0013655412723077,0.0844955643228662
2016-06-10,210.07,113245800,210.46,210.86,209.43,-0.0094775556393814,0.0382030246120395,208.58904,207.65610400000003,209.44005113158,207.14305385759835,0.0060201919090398,0,2,1,-0.0094775556393814,0.07421719727133391
2016-06-13,208.4492,117376300,209.36,210.37,208.35,-0.0077155233969629,0.0301927448848475,208.7735,207.686688,209.3456843571438,207.19427527494744,0.0059402122191356,0,3,0,-0.0077155233969629,0.06592904935236699
2016-06-14,208.04,124789100,208.0,208.74,206.9199,-0.0019630682199787,0.0281704062469114,208.83650000000003,207.722488,209.22133346598724,207.22744095043967,0.0055795648777413,0,4,0,-0.0,0.06592904935236699
2016-06-15,207.75,108745400,208.54,209.36,207.53,-0.0013939626994807,0.0267371750518932,208.98146000000003,207.793704,209.08120646922652,207.24793346218715,0.0051206173051787,0,5,0,-0.0,0.06592904935236699
2016-06-16,208.37,149194500,206.73,208.57,205.59,0.0029843561973526,0.0298013245033117,209.15446000000003,207.832704,209.0134725197764,207.29193607151316,0.005144220116224,1,0,0,0.0,0.06592904935236699
2016-06-17,206.52,116531100,207.17,207.2,205.75,-0.0088784373950184,0.0206582979144018,209.27046,207.884104,208.7759989464644,207.2616640687087,0.0055124592241477,0,1,0,-0.0,0.06592904935236699
2016-06-20,207.85,81546570,208.82,209.61,207.75,0.0064400542320355,0.0272313927053478,209.38846000000004,207.95112,208.68780857061063,207.28473606601423,0.0055192463265148,1,0,0,0.0,0.06592904935236699
2016-06-21,208.44,72259730,208.3,208.92,207.78,0.0028385855184027,0.0301472768607298,209.54996,208.039518,208.664207754362,207.33004053401373,0.0055211439764083,2,0,0,0.0,0.06592904935236699
2016-06-22,208.1,94503660,208.65,209.5,207.93,-0.0016311648436,0.0284669368389842,209.56146000000004,208.08311800000004,208.610473682518,207.36023502287597,0.0047372562279177,0,1,0,-0.0,0.06592904935236699
2016-06-23,210.81,99651290,209.81,210.87,209.27,0.013022585295531,0.0418602352476034,209.63796,208.139302,208.81995237942104,207.49551992393964,0.0053665531325499,1,0,0,0.0,0.06592904935236699
2016-06-24,203.13,332774500,203.63,210.8463,202.72,-0.0364309093496514,0.0039043194622914,209.32746,208.041702,208.2780521528095,207.3243230641773,0.0098265819276326,0,1,0,-0.0,0.06592904935236699
2016-06-27,199.6,247488400,201.59,201.6,198.65,-0.0173780337714763,-0.0135415637046553,208.79546,207.878102,207.45157099539907,207.0214084342096,0.0103402182224521,0,2,0,-0.0,0.06592904935236699
2016-06-28,203.1997,158940500,201.48,203.23,201.12,0.0180345691382766,0.0042487891667493,208.463445,207.757312,207.04663090059915,206.87153751522095,0.0113197214756753,1,0,0,0.0,0.06592904935236699
2016-06-29,206.66,136758800,204.84,206.93,204.72,0.0170290605744003,0.021350202629238,208.282945,207.692512,207.00980891006589,206.8632419263888,0.0120425597234401,2,0,0,0.0,0.06592904935236699
2016-06-30,209.475,163408900,207.21,209.54,206.56,0.0136214071421658,0.0352624295739845,208.211195,207.680012,207.24458901386916,206.96566381162845,0.0124455960031907,3,0,1,0.0,0.06592904935236699
2016-07-01,209.9208,105955800,209.36,210.49,209.29,0.0021281775868242,0.0374656518730851,208.193235,207.699028,207.4994662506435,207.0815515052901,0.0124393154683134,4,0,1,0.0021281775868242,0.06819753566434361
2016-07-05,208.41,109446800,208.95,209.08,207.71,-0.0071970000114329,0.0299990115646933,208.046235,207.687828,207.58618375058225,207.13364752469045,0.0124775062812916,0,1,1,-0.0071970000114329,0.06050971798795479
2016-07-06,209.66,95760950,207.83,209.8,207.06,0.0059977928122449,0.0361767322328754,207.945235,207.70882800000004,207.7836900600506,207.23272017078105,0.0125576085934042,1,0,1,0.0059977928122449,0.06687043555181882
2016-07-07,209.526,85409500,209.87,210.6495,208.63,-0.0006391300200323,0.0355144805772462,207.803035,207.720964,207.94962434004577,207.32265271310337,0.0125279731805385,0,1,1,-0.0006391300200323,0.06618856662897277
2016-07-08,212.65,133850900,211.05,212.94,210.7785,0.0149098441243569,0.0509538400711673,207.831535,207.786964,208.3972791648033,207.5315682929817,0.0129954125283276,1,0,1,0.0149098441243569,0.08208527196458237
2016-07-11,213.4,73418870,213.19,214.07,212.95,0.0035269221725839,0.0546604724720765,207.998035,207.906014,208.8737287681554,207.76170286972751,0.0128089183941851,2,0,1,0.0035269221725839,0.08590170250290075
2016-07-12,214.95,100654900,214.53,215.3,213.4308,0.0072633552014993,0.0623208461006223,208.323075,208.078398,209.45242126642628,208.04359687483625,0.0127183776497086,3,0,1,0.0072633552014993,0.09378899228209225
2016-07-13,214.92,87173840,215.44,215.45,214.35,-0.0001395673412422,0.0621725808045858,208.667075,208.21739800000003,209.97314305057617,208.31325974248972,0.0126979026074684,0,1,1,-0.0001395673412422,0.09363633506055935
2016-07-14,216.12,90720450,216.4,216.67,215.66,0.0055834729201564,0.0681031926460409,209.085575,208.416614,210.55855799814037,208.6194064192549,0.0127041159926305,1,0,1,0.0055834729201564,0.09974262392186928
2016-07-15,215.83,103992200,216.78,217.0125,215.308,-0.0013418471219692,0.0666699614510226,209.458575,208.633014,211.06060009355556,208.9021747949704,0.0127242612918412,0,1,1,-0.0013418471219692,0.09826693744705284
2016-07-18,216.4092,58340610,215.97,216.6,215.67,0.0026835935690125,0.0695324700998314,209.953035,208.861798,211.56999056083595,209.19656794026565,0.0124719030694861,1,0,1,0.0026835935690125,0.1012142395374449
2016-07-19,216.19,54247840,215.92,216.23,215.63,-0.0010128959397289,0.068449145003459,210.370035,209.071198,212.00999145980396,209.47082017790228,0.0124566770648514,0,1,1,-0.0010128959397289,0.1000988241054459
2016-07-20,217.085,58004900,216.75,217.37,216.24,0.0041398769600815,0.0728723930018777,210.802285,209.295114,212.4933256064893,209.76941546504332,0.012464444986748,1,0,1,0.0041398769600815,0.10465309788117283
2016-07-21,216.265,67610880,216.96,217.22,215.75,-0.0037773222470461,0.06881980824355,211.210535,209.451414,212.85253269158557,210.02414427033577,0.0125074986391137,0,1,1,-0.0037773222470461,0.10048046715927783
2016-07-22,217.24,62676500,216.41,217.3,216.1,0.004508357801771,0.0736384303647323,211.532035,209.666214,213.2703867209584,210.30711900483243,0.012254973606303,1,0,1,0.004508357801771,0.10544182685909198
2016-07-25,216.65,55742050,217.0,217.06,215.97,-0.0027158902596207,0.0707225462093503,212.208035,209.868014,213.59225465229565,210.55585943601548,0.0084933344350455,0,1,1,-0.0027158902596207,0.10243956816894806
2016-07-26,216.75,69685850,216.53,217.17,215.76,0.0004615739672282,0.0712167638628049,213.065535,210.107814,213.892992304458,210.7987669091129,0.007020810778339,1,0,1,0.0004615739672282,0.10294842557405715
2016-07-27,216.52,83930010,217.19,217.27,215.62,-0.0010611303344867,0.0700800632598594,213.73155000000003,210.302614,214.14318351355723,211.0231289911085,0.0062945636979413,0,1,1,-0.0010611303344867,0.10177805354230607
2016-07-28,216.77,64786550,216.29,217.11,215.75,0.0011546277480141,0.0713156073934959,214.23705,210.540998,214.39335651226608,211.2484964816533,0.0053954176333476,1,0,1,0.0011546277480141,0.10305019705507901
2016-07-29,217.12,79329720,216.46,217.54,216.13,0.0016146145684365,0.073045369180587,214.6193,210.785198,214.65303684443123,211.47875152158844,0.0047055505994303,2,0,1,0.0016146145684365,0.10483119797296103
2016-08-01,216.94,73111310,217.19,217.65,216.405,-0.0008290346352247,0.0721557774043688,214.97026,211.03999800000005,214.8708428592473,211.69291812858495,0.0047411670980471,0,1,1,-0.0008290346352247,0.10391525464376472
2016-08-02,215.5492,92202880,216.65,216.83,214.57,-0.0064109892136073,0.0652821982801226,215.32722,211.241182,214.93544830122372,211.84414486864048,0.0046665870311999,0,2,1,-0.0064109892136073,0.09683806585350707
2016-08-03,216.18,53665810,215.48,216.245,215.13,0.0029264780384246,0.0683997232381141,215.65322,211.460582,215.05397703444052,212.0141784032036,0.0045670415533677,1,0,1,0.0029264780384246,0.10004793836493553
2016-08-04,216.4097,46454000,216.31,216.78,214.25,0.0010625404755295,0.0695349411880992,215.997405,211.631376,215.18309350735095,212.1865517991564,0.0045400349876228,2,0,1,0.0010625404755295,0.10121678382447108
2016-08-05,218.18,71799630,217.21,218.23,217.07,0.0081803172408632,0.0782840763072059,216.273905,211.809376,215.46851317331755,212.4215889835032,0.0036697809818909,3,0,1,0.0081803172408632,0.11022508646711837
2016-08-08,218.05,39681420,218.4,218.52,217.74,-0.0005958382986525,0.077641593357715,216.506405,211.983576,215.714369061573,212.64231098415016,0.003653320731752,0,1,1,-0.0005958382986525,0.10956357184047638
2016-08-09,218.18,51073070,218.13,218.76,217.8,0.0005961935335931,0.0782840763072059,216.667905,212.142376,215.9491910557089,212.85947525928157,0.003351580904741,1,0,1,0.0005961935335931,0.11022508646711815
2016-08-10,217.64,57758740,218.31,218.4038,217.23,-0.002475020625172,0.0756153009785509,216.80390500000004,212.298376,216.11022047897472,213.0469468177411,0.003424154478459,0,1,1,-0.002475020625172,0.10747725647952855
2016-08-11,218.65,72337050,218.26,218.94,217.95,0.0046406910494394,0.0806068992784421,216.930405,212.465976,216.3521042428819,213.266674393516,0.0033582952602455,1,0,1,0.0046406910494394,0.1126167162711309
2016-08-12,218.46,61208890,218.29,218.71,217.99,-0.0008689686713926,0.0796678857368784,217.061905,212.616976,216.55285621975028,213.4703342212212,0.003345638057387,0,1,1,-0.0008689686713926,0.11164988720142355
2016-08-15,219.09,49712550,218.89,219.5,218.88,0.002883823125515,0.0827814569536424,217.195945,212.793176,216.79448896072643,213.6907132713694,0.003352458853613,1,0,1,0.002883823125515,0.1148556888536112
2016-08-16,217.96,53068810,218.6,218.68,217.96,-0.0051576977497831,0.0771967974696057,217.284445,212.925376,216.90549001208583,213.8581362803353,0.003579225293371,0,1,1,-0.0051576977497831,0.10910560017587789
2016-08-17,218.37,74886240,218.0,218.53,217.02,0.001881079097082,0.0792230898487695,217.348695,213.059176,217.044967153792,214.03507211247904,0.0034899905140496,1,0,1,0.001881079097082,0.11119191553682528
2016-08-18,218.86,52668540,218.34,218.9,218.21,0.002243897971333,0.081644756350697,217.478445,213.188976,217.2178274248594,214.2242849708132,0.0033775652093454,2,0,1,0.002243897971333,0.11368531682186012
2016-08-19,218.54,75244030,218.31,218.75,217.74,-0.0014621219044138,0.0800632598596422,217.543445,213.318176,217.34374862249183,214.393528697448,0.0032764663305878,0,1,1,-0.0014621219044138,0.112056973125511
2016-08-22,218.53,61318460,218.26,218.8,217.83,-4.575821359931176e-05,0.0800138380942967,217.637445,213.487376,217.45672494415928,214.5557432583324,0.003200480329577,0,2,1,-4.575821359931176e-05,0.11200608738500017
2016-08-23,218.97,53289030,219.25,219.6,218.9,0.0020134535304077,0.0821883957694968,217.748445,213.697792,217.60084637804889,214.72885136584875,0.0032198619615685,1,0,1,0.0020134535304077,0.11424505996748047
2016-08-24,217.85,71553010,218.8,218.91,217.36,-0.0051148559163355,0.0766531580508056,217.814945,213.893992,217.6245752944252,214.8512493515017,0.0034440534672042,0,1,1,-0.0051148559163355,0.10854585703025821
2016-08-25,217.7,69128600,217.4,218.19,217.22,-0.0006885471654808,0.0759118315706237,217.861445,214.092992,217.631758599718,214.96296506320755,0.0034449758715136,0,2,1,-0.0006885471654808,0.10778257092259458
2016-08-26,217.29,122386400,217.92,219.12,216.25,-0.0018833256775379,0.0738855391914599,217.869945,214.271392,217.59921016164964,215.05422133523865,0.0034591948943892,0,3,0,-0.0018833256775379,0.10569625556164719
2016-08-29,218.3608,70431280,217.44,218.665,217.4,0.0049279764370198,0.0791776218246518,217.940985,214.508208,217.6717425272068,215.18389108679796,0.0036185126446815,1,0,0,0.0,0.10569625556164719
2016-08-30,218.0,57588550,218.26,218.59,217.35,-0.0016523112206953,0.0773944845309877,218.06352500000003,214.711208,217.7030051436633,215.29432673045287,0.0032936145253327,0,1,0,-0.0,0.10569625556164719
