Date,Close/Last,Volume,Open,High,Low,Daily Return,Cumulative Return,SMA_20,SMA_50,EMA_20,EMA_50,Volatility_20,SPY Value Normalized,TR,ATR - 10 day,Position,Portfolio Value,Cash Value,Stock Value
2014-11-05,202.34,91466110,202.54,202.59,201.45,,,,,202.34,202.34,,1.0,,,0.0,1.0,1.0,0.0
2014-11-06,203.15,106715600,202.39,203.26,201.64,0.0040031629929822,0.0040031629929822,,,202.4171428571429,202.3717647058824,,1.0040031629929822,1.080000000000003,,0.0,1.0,1.0,0.0
2014-11-07,203.34,89443040,203.17,203.5999,202.61,0.0009352695052915,0.0049421765345458,,,202.50503401360547,202.4097347174164,,1.004942176534546,0.6599333333333183,,0.0,1.0,1.0,0.0
2014-11-10,203.98,65897370,203.38,204.04,203.13,0.0031474377889249,0.0081051695166551,,,202.64550696469067,202.47131374810596,,1.008105169516655,0.6066666666666644,,0.0,1.0,1.0,0.0
2014-11-11,204.175,54294510,204.055,204.31,203.65,0.0009559760760859,0.0090688939408918,,,202.79117296805347,202.5381249736704,,1.0090688939408916,0.4399999999999977,,0.0,1.0,1.0,0.0
2014-11-12,203.96,89957030,203.35,204.24,203.31,-0.0010530182441532,0.0080063259859644,,,202.90248982823888,202.5938847786245,,1.0080063259859642,0.6200000000000045,,0.0,1.0,1.0,0.0
2014-11-13,204.19,84981760,204.16,204.83,203.21,0.001127672092567,0.0091430265889098,,,203.02510984459704,202.65647753240395,,1.0091430265889096,1.080000000000003,,0.0,1.0,1.0,0.0
2014-11-14,204.24,80310420,204.1,204.49,203.72,0.0002448699740438,0.0093901354156371,,,203.14081366892117,202.7185764527018,,1.0093901354156372,0.5133333333333402,,0.0,1.0,1.0,0.0
2014-11-17,204.37,80373860,203.85,204.58,203.65,0.0006365060712887,0.0100326183651282,,,203.2578790337858,202.78333816043897,,1.010032618365128,0.6200000000000045,,0.0,1.0,1.0,0.0
2014-11-18,205.55,75858730,204.44,205.92,204.44,0.0057738415618731,0.0158643866758922,,,203.47617626866332,202.8918347031669,,1.015864386675892,1.033333333333322,,0.0,1.0,1.0,0.0
2014-11-19,205.22,82226470,205.31,205.55,204.3,-0.0016054487959135,0.014233468419492,,,203.64225471926684,202.98313530304267,,1.014233468419492,0.8333333333333334,0.748659999999999,0.0,1.0,1.0,0.0
2014-11-20,205.58,72498660,204.26,205.71,204.18,0.0017542149887925,0.0160126519719285,,,203.8268018888605,203.0849731342959,,1.0160126519719286,1.0200000000000007,0.7426599999999988,0.0,1.0,1.0,0.0
2014-11-21,206.68,142105400,207.64,207.8445,205.98,0.0053507150501022,0.021449046159929,,,204.0985350423024,203.22595458000976,,1.0214490461599288,1.5096666666666654,0.8276333333333336,0.0,1.0,1.0,0.0
2014-11-24,207.26,65635340,207.17,207.39,206.91,0.0028062705631894,0.0243155085499655,,,204.39962694303549,203.38415243961725,,1.0243155085499651,0.4733333333333197,0.8142999999999991,0.0,1.0,1.0,0.0
2014-11-25,207.11,79013710,207.54,207.79,206.8,-0.0007237286500046,0.0235741820697839,,,204.65775771036544,203.5302641086519,,1.0235741820697837,0.6599999999999872,0.836299999999998,0.0,1.0,1.0,0.0
2014-11-26,207.64,61927210,207.29,207.76,207.03,0.0025590266042199,0.0261935356330931,,,204.9417807855687,203.6914302220381,,1.026193535633093,0.48666666666665986,0.8229666666666636,0.0,1.0,1.0,0.0
2014-11-28,207.2,57890090,207.49,207.87,206.91,-0.0021190522057407,0.0240189779578929,,,205.1568492821812,203.8290211937229,,1.0240189779578923,0.6400000000000053,0.7789666666666637,0.0,1.0,1.0,0.0
2014-12-01,205.76,103711100,206.4,206.54,205.38,-0.0069498069498069,0.0169022437481469,,,205.21429220768775,203.9047458527926,,1.0169022437481463,0.7733333333333311,0.8049666666666628,0.0,1.0,1.0,0.0
2014-12-02,207.085,74435510,205.81,207.34,205.782,0.0064395412130637,0.0234506276564201,,,205.39245485457465,204.0294617017027,,1.02345062765642,1.0533333333333417,0.8482999999999965,0.0,1.0,1.0,0.0
2014-12-03,207.89,68869870,207.3,208.15,207.1,0.0038872926576043,0.0274290797667295,205.336,,205.6303162969961,204.18085536045947,,1.0274290797667291,0.7099999999999985,0.8159666666666643,0.0,1.0,1.0,0.0
2014-12-04,207.66,91222700,207.54,208.265,206.7,-0.0011063543219971,0.0262923791637841,205.602,,205.823619506806,204.31729240514736,0.0031602874430123,1.0262923791637837,1.043333333333332,0.8369666666666642,0.0,1.0,1.0,0.0
2014-12-05,208.0,90978050,207.87,208.47,207.55,0.0016372917268612,0.0279727191855296,205.8445,,206.0308938394912,204.46171231082783,0.0030975623632661,1.0279727191855292,0.613333333333325,0.7962999999999966,0.0,1.0,1.0,0.0
2014-12-08,206.61,108460400,207.52,208.12,205.93,-0.0066826923076922,0.0211030938025109,206.008,,206.08604680715868,204.54595888687385,0.0035632508748405,1.0211030938025107,1.4599999999999984,0.7913333333333299,0.0,1.0,1.0,0.0
2014-12-09,206.47,125033900,204.37,206.6,203.91,-0.0006776051497991,0.0204111890876745,206.1325,,206.12261377790549,204.62141147954543,0.0035333784106808,1.020411189087674,1.793333333333332,0.9233333333333311,0.0,1.0,1.0,0.0
2014-12-10,203.1601,159140400,205.91,205.98,202.93,-0.0160309003729355,0.0040530789759813,206.081755,,205.84046960858117,204.56410514701423,0.0051282343403516,1.004053078975981,2.033333333333322,1.0606666666666644,0.0,1.0,1.0,0.0
2014-12-11,204.19,158542800,203.88,206.19,203.71,0.005069400930596,0.00914302658891,206.093255,,205.6832820268115,204.54943435693528,0.0052580238370916,1.0091430265889096,2.019933333333332,1.2139933333333317,0.0,1.0,1.0,0.0
2014-12-12,200.89,201983200,202.64,203.819,200.85,-0.0161614182868897,-0.0071661559750911,205.928255,,205.22677897663897,204.40592712725157,0.0063770503417131,0.9928338440249084,1.9793333333333294,1.347926666666664,0.0,1.0,1.0,0.0
2014-12-15,199.51,188920400,201.98,202.53,198.78,-0.0068694310319079,-0.0139863595927643,205.691755,,204.6823238360067,204.2139299850064,0.0065129699203133,0.9860136404072352,2.5,1.520593333333331,0.0,1.0,1.0,0.0
2014-12-16,197.91,258867900,198.58,202.395,197.86,-0.0080196481379378,-0.0218938420480376,205.368755,,204.0373406135299,203.9667170444179,0.0066735932834476,0.978106157951962,3.023333333333331,1.7175933333333298,0.0,1.0,1.0,0.0
2014-12-17,201.79,252458700,198.44,202.34,198.29,0.0196048709009144,-0.002718197094,205.180755,,203.8233081741461,203.8813555916956,0.0080506610701809,0.9972818029059998,2.953333333333338,1.9419266666666641,0.0,1.0,1.0,0.0
2014-12-18,206.78,256909600,204.74,212.97,203.92,0.0247286783289559,0.0219432638133838,205.258755,,204.10489787184645,203.99502792143304,0.0098746855545717,1.0219432638133834,7.453333333333338,2.5829266666666646,0.0,1.0,1.0,0.0
2014-12-19,206.52,242836400,206.43,207.33,205.6109,-0.0012573749879097,0.0206582979144021,205.305755,,204.33490759833725,204.09404643431805,0.0098763086179852,1.0206582979144014,1.1460666666666839,2.6362000000000005,0.0,1.0,1.0,0.0
2014-12-22,207.47,147884900,206.75,207.47,206.46,0.0046000387371682,0.0253533656222206,205.345255,,204.63348782706703,204.22643677022717,0.0098574090413372,1.02535336562222,0.6733333333333272,2.557533333333333,0.0,1.0,1.0,0.0
